Cap Fiscal Year,Cap Type,Employer (Petitioner) Name,Industry 1,Industry 2,Occupation 1,Occupation 2,Petitioner City,Petitioner State,Petitioner ZIP Code,Tax ID,Initial Approval (Workers),Continuing Approval (Workers),Total Approval,Initial Denial (Workers),Continuing Denial (Workers),Total Denial,Worksite State,Consular Processed,Hourly Wage
2021,Supplemental,SUE S LANDSCAPING INC,56,Administrative and Waste Services,37,Building and Grounds Cleaning and Maintenance Occupations,Walled Lake,Michigan,48390,6021,112,0,112,0,0,0,Michigan,Yes,$14.00 - $15.99
2021,Exempt,SUGAR MOUNTAIN RESORT INC,71,"Arts, Entertainment, and Recreation",39,Personal Care and Service Occupations,Banner Elk,North Carolina,28604,3856,0,0,0,0,14,14,North Carolina,No,$10.00 - $11.99
2021,Exempt,SUGAR MOUNTAIN RESORT INC,71,"Arts, Entertainment, and Recreation",39,Personal Care and Service Occupations,Sugar Mountain,North Carolina,28604,3856,0,12,12,0,0,0,North Carolina,No,$10.00 - $11.99
2021,2nd Half,SUGAR SHAKERS INC,71,"Arts, Entertainment, and Recreation",35,Food Preparation and Serving Related Occupations,Sarasota,Florida,34241,9506,7,0,7,0,0,0,Florida,Yes,$9.99 and under
2021,Exempt,SUGARLAND AG LLC,48-49,Transportation and Warehousing,53,Transportation and Material Moving Occupations,Lovingston,Virginia,22949,4763,0,42,42,0,0,0,Florida,No,$14.00 - $15.99
2021,1st Half,SUGARLAND AG LLC,48-49,Transportation and Warehousing,53,Transportation and Material Moving Occupations,Lovingston,Virginia,22949,4763,2,0,2,0,0,0,Florida,No,$14.00 - $15.99
2021,1st Half,SUGARLAND AG LLC,48-49,Transportation and Warehousing,53,Transportation and Material Moving Occupations,Lovingston,Virginia,22949,4763,50,0,50,0,0,0,Florida,Yes,$14.00 - $15.99
2021,Exempt,SULOS ARMAS INC,11,"Agriculture, Forestry, Fishing and Hunting",45,"Farming, Fishing, and Forestry Occupations",Port Isabel,Texas,78578,5354,0,0,0,6,0,6,Texas,Yes,$9.99 and under
2021,Supplemental,SULOS ARMAS INC,11,"Agriculture, Forestry, Fishing and Hunting",45,"Farming, Fishing, and Forestry Occupations",Port Isabel,Texas,78578,5354,6,0,6,0,0,0,Texas,Yes,$9.99 and under
2021,Exempt,SUMITOMO MITSUI CONSTRUCTION CO LT,N/A,,N/A,,Tamuning,Guam,96931,6719,51,0,51,0,0,0,N/A,Yes,N/A
2021,2nd Half,SUMMERHILL ESTATE CARE LLC,56,Administrative and Waste Services,37,Building and Grounds Cleaning and Maintenance Occupations,Sag Harbor,New York,11963,8669,30,0,30,0,0,0,New York,Yes,$16.00 - $17.99
2021,Supplemental,SUMMERHILL ESTATE CARE LLC,56,Administrative and Waste Services,37,Building and Grounds Cleaning and Maintenance Occupations,Sag Harbor,New York,11963,8669,65,0,65,0,0,0,New York,Yes,$16.00 - $17.99
2021,Supplemental,SUMMERHILL ESTATE CARE LLC,56,Administrative and Waste Services,37,Building and Grounds Cleaning and Maintenance Occupations,Sag Harbor,New York,11963,8669,20,0,20,0,0,0,New York,Yes,$20.00 and more
2021,Exempt,SUMMERS HOME AND OFFICE SERVICES,56,Administrative and Waste Services,37,Building and Grounds Cleaning and Maintenance Occupations,Chatham,Massachusetts,2633,1859,2,0,2,0,0,0,Massachusetts,No,$14.00 - $15.99
2021,Supplemental,SUMMERS HOME AND OFFICE SERVICES,56,Administrative and Waste Services,37,Building and Grounds Cleaning and Maintenance Occupations,North Chatham,Massachusetts,2650,1859,3,0,3,0,0,0,Massachusetts,Yes,$14.00 - $15.99
2021,Exempt,SUMMITT FORESTS INC,11,"Agriculture, Forestry, Fishing and Hunting",45,"Farming, Fishing, and Forestry Occupations",Ashland,Oregon,97520,7970,112,0,112,0,0,0,Oregon,Yes,$10.00 - $11.99
2021,1st Half,SUMMITT FORESTS INC,11,"Agriculture, Forestry, Fishing and Hunting",45,"Farming, Fishing, and Forestry Occupations",Ashland,Oregon,97520,7970,125,0,125,0,0,0,Oregon,Yes,$10.00 - $11.99
2021,1st Half,SUN VALLEY RIDES LLC,71,"Arts, Entertainment, and Recreation",39,Personal Care and Service Occupations,Peoria,Arizona,85381,5407,35,0,35,0,0,0,Arizona,Yes,$9.99 and under
2021,2nd Half,SUN'N SURF RESTAURANT,72,Accommodation and Food Services,35,Food Preparation and Serving Related Occupations,York Beach,Maine,3910,8442,8,0,8,0,0,0,Maine,Yes,$12.00 - $13.99
2021,2nd Half,SUN'N SURF RESTAURANT,72,Accommodation and Food Services,35,Food Preparation and Serving Related Occupations,York Beach,Maine,3910,8442,25,0,25,0,0,0,Maine,Yes,$14.00 - $15.99
2021,Exempt,SUN'N SURF RESTAURANT,72,Accommodation and Food Services,35,Food Preparation and Serving Related Occupations,York Beach,Maine,3910,8442,5,0,5,0,0,0,Maine,No,$12.00 - $13.99
2021,2nd Half,SUNBELT LANDSCAPE SERVICES INC,56,Administrative and Waste Services,37,Building and Grounds Cleaning and Maintenance Occupations,Myrtle Beach,South Carolina,29578,274,14,0,14,0,0,0,South Carolina,Yes,$12.00 - $13.99
2021,2nd Half,SUNCREST GARDENS,56,Administrative and Waste Services,37,Building and Grounds Cleaning and Maintenance Occupations,Lovingston,Virginia,22949,3903,40,0,40,0,0,0,Ohio,Yes,$16.00 - $17.99
2021,1st Half,SUNCREST GARDENS,56,Administrative and Waste Services,37,Building and Grounds Cleaning and Maintenance Occupations,Peninsula,Ohio,44264,3903,30,0,30,0,0,0,Ohio,Yes,$14.00 - $15.99
2021,Supplemental,SUNDOWN GARDENS INC,56,Administrative and Waste Services,37,Building and Grounds Cleaning and Maintenance Occupations,Lovingston,Virginia,22949,9422,18,0,18,0,0,0,Indiana,Yes,$14.00 - $15.99
2021,2nd Half,SUNLINE LANDSCAPE MGMT LLC DBA SUN,56,Administrative and Waste Services,37,Building and Grounds Cleaning and Maintenance Occupations,Draper,Utah,84020,9583,15,0,15,0,0,0,Utah,Yes,$14.00 - $15.99
2021,Exempt,SUNNINGDALE COUNTRY CLUB INC,71,"Arts, Entertainment, and Recreation",35,Food Preparation and Serving Related Occupations,Scarsdale,New York,10583,3504,0,7,7,0,0,0,New York,No,$16.00 - $17.99
2021,Supplemental,SUNNYPOINT LANDSCAPE LLC,56,Administrative and Waste Services,37,Building and Grounds Cleaning and Maintenance Occupations,Egg Harbor,Wisconsin,54209,2551,6,0,6,0,0,0,Wisconsin,Yes,$14.00 - $15.99
2021,2nd Half,SUNRISE GROWERS LLC,42,Wholesale Trade,45,"Farming, Fishing, and Forestry Occupations",Surprise,Arizona,85387,7580,15,0,15,0,0,0,Arizona,Yes,$12.00 - $13.99
2021,Supplemental,SUNRISE LANDSCAPE & DESIGN,56,Administrative and Waste Services,37,Building and Grounds Cleaning and Maintenance Occupations,Sterling,Virginia,20166,4126,7,0,7,0,0,0,Virginia,Yes,$16.00 - $17.99
2021,2nd Half,SUNRISE MAINTENANCE & LANDSCAPING,56,Administrative and Waste Services,37,Building and Grounds Cleaning and Maintenance Occupations,Colts Neck,New Jersey,7722,4420,6,0,6,0,0,0,New Jersey,Yes,$16.00 - $17.99
2021,1st Half,SUNRISE OF NASHVILLE INC,56,Administrative and Waste Services,37,Building and Grounds Cleaning and Maintenance Occupations,Lovingston,Virginia,22949,667,32,0,32,0,0,0,Tennessee,Yes,$12.00 - $13.99
2021,2nd Half,SUNRISE OF NASHVILLE INC,56,Administrative and Waste Services,37,Building and Grounds Cleaning and Maintenance Occupations,Lovingston,Virginia,22949,667,32,0,32,0,0,0,Tennessee,Yes,$12.00 - $13.99
2021,2nd Half,SUNRISE PROPERTY MAINTENANCE INC,56,Administrative and Waste Services,37,Building and Grounds Cleaning and Maintenance Occupations,Sandy,Utah,84070,2238,27,0,27,0,0,0,Utah,Yes,$14.00 - $15.99
2021,1st Half,SUNRISE REFORESTATION INC,11,"Agriculture, Forestry, Fishing and Hunting",45,"Farming, Fishing, and Forestry Occupations",Tangent,Oregon,97389,3338,28,0,28,0,0,0,Oregon,Yes,$12.00 - $13.99
2021,2nd Half,SUNSCAPE LANDSCAPE,56,Administrative and Waste Services,37,Building and Grounds Cleaning and Maintenance Occupations,Austin,Texas,78728,8303,43,0,43,0,0,0,Texas,Yes,$14.00 - $15.99
2021,2nd Half,SUNSET CONDOMINIUM INC D/B/A MACKI,72,Accommodation and Food Services,37,Building and Grounds Cleaning and Maintenance Occupations,Mackinac Island,Michigan,49757,565,5,0,5,0,0,0,Michigan,Yes,$12.00 - $13.99
2021,Supplemental,SUNSET CREATIONS INC,56,Administrative and Waste Services,37,Building and Grounds Cleaning and Maintenance Occupations,Belle Mead,New Jersey,8502,3644,10,0,10,0,0,0,New Jersey,Yes,$16.00 - $17.99
2021,2nd Half,SUNSET FORESTRY INC,11,"Agriculture, Forestry, Fishing and Hunting",45,"Farming, Fishing, and Forestry Occupations",White City,Oregon,97503,2590,28,0,28,0,0,0,Oregon,Yes,$18.00 - $19.99
2021,Supplemental,SUNSET LANDSCAPING & LAWN SVC LLC,56,Administrative and Waste Services,37,Building and Grounds Cleaning and Maintenance Occupations,Lovingston,Virginia,22949,4909,2,0,2,0,0,0,Pennsylvania,Yes,$14.00 - $15.99
2021,2nd Half,SUNSET POOL MANAGEMENT INC,71,"Arts, Entertainment, and Recreation",37,Building and Grounds Cleaning and Maintenance Occupations,Arlington,Virginia,22201,9542,15,0,15,0,0,0,Virginia,Yes,$14.00 - $15.99
2021,Supplemental,SUNSET POOL MANAGEMENT INC,71,"Arts, Entertainment, and Recreation",33,Protective Service Occupations,Arlington,Virginia,22201,9542,20,0,20,0,0,0,Virginia,Yes,$14.00 - $15.99
2021,Supplemental,SUNSET POOL MANAGEMENT INC,71,"Arts, Entertainment, and Recreation",37,Building and Grounds Cleaning and Maintenance Occupations,Arlington,Virginia,22201,9542,15,0,15,0,0,0,Virginia,Yes,$14.00 - $15.99
2021,Supplemental,SUNSET PROPERTIES INC,72,Accommodation and Food Services,37,Building and Grounds Cleaning and Maintenance Occupations,Cody,Wyoming,82414,2509,18,0,18,0,0,0,Wyoming,Yes,$12.00 - $13.99
2021,2nd Half,SUNSET PROPERTIES INC,72,Accommodation and Food Services,37,Building and Grounds Cleaning and Maintenance Occupations,Cody,Wyoming,82414,2509,17,0,17,0,0,0,Wyoming,Yes,$12.00 - $13.99
2021,Supplemental,SUNSHINE SHOWS INC,71,"Arts, Entertainment, and Recreation",39,Personal Care and Service Occupations,Middleburg,Pennsylvania,17842,3321,18,0,18,0,0,0,Pennsylvania,Yes,$9.99 and under
2021,Exempt,SUPER BOBS LAWN & LANDSCAPING LLC,54,Professional and Technical Services,37,Building and Grounds Cleaning and Maintenance Occupations,Lake Charles,Louisiana,70605,8253,10,0,10,0,0,0,Louisiana,Yes,$14.00 - $15.99
2021,Supplemental,SUPER BOBS LAWN & LANDSCAPING LLC,54,Professional and Technical Services,37,Building and Grounds Cleaning and Maintenance Occupations,Lake Charles,Louisiana,70605,8253,6,0,6,0,0,0,Louisiana,Yes,$14.00 - $15.99
2021,Supplemental,SUPERIOR AJ FORESTRY,11,"Agriculture, Forestry, Fishing and Hunting",45,"Farming, Fishing, and Forestry Occupations",Medford,Oregon,97501,6929,30,0,30,0,0,0,Oregon,Yes,$12.00 - $13.99
2021,1st Half,SUPERIOR FORESTRY SERVICES INC,11,"Agriculture, Forestry, Fishing and Hunting",45,"Farming, Fishing, and Forestry Occupations",Tilly,Arkansas,72679,2136,390,0,390,0,0,0,Arkansas,Yes,$10.00 - $11.99
2021,Exempt,SUPERIOR GOLF MAINTENANCE LLC,56,Administrative and Waste Services,37,Building and Grounds Cleaning and Maintenance Occupations,Elk Park,North Carolina,28622,5944,0,43,43,0,0,0,North Carolina,No,$14.00 - $15.99
2021,2nd Half,SUPERIOR GOLF MAINTENANCE LLC,56,Administrative and Waste Services,37,Building and Grounds Cleaning and Maintenance Occupations,Elk Park,North Carolina,28622,5944,200,0,200,0,0,0,North Carolina,Yes,$14.00 - $15.99
2021,2nd Half,SUPERIOR INC DBA BROWN DESIGN GR &,56,Administrative and Waste Services,37,Building and Grounds Cleaning and Maintenance Occupations,Lovingston,Virginia,22949,7076,7,0,7,0,0,0,Pennsylvania,Yes,$14.00 - $15.99
2021,Exempt,SUPERIOR LANDSCAPE SERVICES INC,56,Administrative and Waste Services,37,Building and Grounds Cleaning and Maintenance Occupations,Lovingston,Virginia,22949,2369,4,0,4,0,0,0,North Carolina,Yes,$14.00 - $15.99
2021,1st Half,SUPERIOR LANDSCAPE SERVICES INC,56,Administrative and Waste Services,37,Building and Grounds Cleaning and Maintenance Occupations,Lovingston,Virginia,22949,2369,4,0,4,0,0,0,North Carolina,Yes,$12.00 - $13.99
2021,Exempt,SUPERIOR MIDWAY GAMES LLC,71,"Arts, Entertainment, and Recreation",49,"Installation, Maintenance, and Repair Occupations",Palm City,Florida,34990,4795,0,12,12,0,0,0,Florida,No,$14.00 - $15.99
2021,Exempt,SUPERIOR MIDWAY GAMES LLC,71,"Arts, Entertainment, and Recreation",39,Personal Care and Service Occupations,Stuart,Florida,34995,4795,10,2,12,0,0,0,Florida,No,$9.99 and under
2021,1st Half,SUPERIOR SCAPE INC,56,Administrative and Waste Services,37,Building and Grounds Cleaning and Maintenance Occupations,Utica,Michigan,48315,8225,25,0,25,0,0,0,Michigan,Yes,$14.00 - $15.99
2021,Exempt,SUPERIOR SCAPE INC,56,Administrative and Waste Services,37,Building and Grounds Cleaning and Maintenance Occupations,Shelby Twp,Michigan,48315,8225,20,0,20,0,0,0,Michigan,Yes,$14.00 - $15.99
2021,Supplemental,SUPERSCAPES INC,56,Administrative and Waste Services,37,Building and Grounds Cleaning and Maintenance Occupations,Carrollton,Texas,75006,8510,84,84,168,0,0,0,Texas,Yes,$14.00 - $15.99
2021,2nd Half,SURE GREEN LAWN & TREE LLC,56,Administrative and Waste Services,37,Building and Grounds Cleaning and Maintenance Occupations,Victor,Idaho,83455,5244,10,0,10,0,0,0,Idaho,Yes,$16.00 - $17.99
2021,1st Half,SURECUT LAWNCARE LLC,56,Administrative and Waste Services,37,Building and Grounds Cleaning and Maintenance Occupations,Chesterfield,Missouri,63005,7480,16,0,16,0,0,0,Missouri,No,$14.00 - $15.99
2021,Exempt,SURECUT LAWNCARE LLC,56,Administrative and Waste Services,37,Building and Grounds Cleaning and Maintenance Occupations,Chesterfield,Missouri,63005,7480,16,0,16,0,0,0,Missouri,Yes,$14.00 - $15.99
2021,2nd Half,SUSTAINABLE LANDSCAPES CO LLC,56,Administrative and Waste Services,37,Building and Grounds Cleaning and Maintenance Occupations,Denver,Colorado,80214,258,20,0,20,0,0,0,Colorado,Yes,$16.00 - $17.99
2021,Exempt,SUTTON BAY GOLF LLC,71,"Arts, Entertainment, and Recreation",35,Food Preparation and Serving Related Occupations,Agar,South Dakota,57520,4234,0,1,1,0,0,0,South Dakota,No,$14.00 - $15.99
2021,Exempt,SUTTON BAY GOLF LLC,71,"Arts, Entertainment, and Recreation",37,Building and Grounds Cleaning and Maintenance Occupations,Agar,South Dakota,57520,4234,0,3,3,0,0,0,South Dakota,No,$10.00 - $11.99
2021,2nd Half,SUTTON BAY GOLF LLC,71,"Arts, Entertainment, and Recreation",35,Food Preparation and Serving Related Occupations,Agar,South Dakota,57520,4234,4,0,4,0,0,0,South Dakota,Yes,$10.00 - $11.99
2021,Exempt,SUTTON BAY GOLF LLC,71,"Arts, Entertainment, and Recreation",37,Building and Grounds Cleaning and Maintenance Occupations,Agar,South Dakota,57520,4234,0,2,2,0,0,0,South Dakota,No,$12.00 - $13.99
2021,2nd Half,SUTTON BAY GOLF LLC,71,"Arts, Entertainment, and Recreation",35,Food Preparation and Serving Related Occupations,Agar,South Dakota,57520,4234,4,0,4,0,0,0,South Dakota,Yes,$14.00 - $15.99
2021,Supplemental,SUTTON BAY GOLF LLC,71,"Arts, Entertainment, and Recreation",35,Food Preparation and Serving Related Occupations,Agar,South Dakota,57520,4234,1,0,1,0,0,0,South Dakota,Yes,$10.00 - $11.99
2021,2nd Half,SUTTON BAY GOLF LLC,71,"Arts, Entertainment, and Recreation",37,Building and Grounds Cleaning and Maintenance Occupations,Agar,South Dakota,57520,4234,6,0,6,0,0,0,South Dakota,Yes,$12.00 - $13.99
2021,2nd Half,SUTTON BAY GOLF LLC,71,"Arts, Entertainment, and Recreation",39,Personal Care and Service Occupations,Agar,South Dakota,57520,4234,6,0,6,0,0,0,South Dakota,Yes,$12.00 - $13.99
2021,Exempt,SUTTON BAY GOLF LLC,71,"Arts, Entertainment, and Recreation",35,Food Preparation and Serving Related Occupations,Agar,South Dakota,57520,4234,2,0,2,0,0,0,South Dakota,Yes,$10.00 - $11.99
2021,1st Half,SVH PROPERTIES,53,Real Estate and Rental and Leasing,37,Building and Grounds Cleaning and Maintenance Occupations,Fenton,Missouri,63026,6358,6,0,6,0,0,0,Missouri,Yes,$14.00 - $15.99
2021,Exempt,SWARTZ MOWING INC,56,Administrative and Waste Services,37,Building and Grounds Cleaning and Maintenance Occupations,Olympia,Kentucky,40358,3168,0,0,0,0,6,6,Kentucky,No,$14.00 - $15.99
2021,2nd Half,SWEENEY ENTERPRISES LLC DBA TERRAC,72,Accommodation and Food Services,35,Food Preparation and Serving Related Occupations,Lovingston,Virginia,22949,4135,6,0,6,0,0,0,New Jersey,Yes,$12.00 - $13.99
2021,Exempt,SWEEPING CHANGE LLC,56,Administrative and Waste Services,37,Building and Grounds Cleaning and Maintenance Occupations,Vail,Colorado,81658,3053,3,0,3,0,0,0,Colorado,No,$14.00 - $15.99
2021,Exempt,SWEEPING CHANGE LLC,81,Other Services,37,Building and Grounds Cleaning and Maintenance Occupations,Vail,Colorado,81658,3052,3,0,3,0,0,0,Colorado,Yes,$14.00 - $15.99
2021,Supplemental,SWEET TIME CONCESSIONS INC,71,"Arts, Entertainment, and Recreation",39,Personal Care and Service Occupations,Leesburg,Florida,34748,4720,0,0,0,7,0,7,Florida,Yes,$9.99 and under
2021,Supplemental,SWEETLOVE31 DBA LIZS CAFE,72,Accommodation and Food Services,35,Food Preparation and Serving Related Occupations,Glen Allen,Virginia,23059,4963,16,0,16,0,0,0,Massachusetts,Yes,$14.00 - $15.99
2021,1st Half,SWIFT STRAW II LLC,56,Administrative and Waste Services,37,Building and Grounds Cleaning and Maintenance Occupations,Atlanta,Georgia,30339,7682,12,0,12,0,0,0,Georgia,Yes,$14.00 - $15.99
2021,Exempt,SWIFT STRAW II LLC,56,Administrative and Waste Services,37,Building and Grounds Cleaning and Maintenance Occupations,Atlanta,Georgia,30339,7682,0,20,20,0,0,0,Georgia,No,$14.00 - $15.99
2021,Exempt,SWIFT STRAW II LLC,56,Administrative and Waste Services,37,Building and Grounds Cleaning and Maintenance Occupations,Atlanta,Georgia,30339,7682,0,4,4,0,0,0,Texas,No,$14.00 - $15.99
2021,Supplemental,SWIKAS AMUSEMENTS LLC,71,"Arts, Entertainment, and Recreation",39,Personal Care and Service Occupations,Jermyn,Pennsylvania,18433,1289,15,0,15,0,0,0,Pennsylvania,Yes,$9.99 and under
2021,Supplemental,SWIMMING POOLS BY JACK ANTHONY,56,Administrative and Waste Services,37,Building and Grounds Cleaning and Maintenance Occupations,Patchogue,New York,11772,,9,0,9,0,0,0,New York,Yes,$16.00 - $17.99
2021,Exempt,SWISS HOUSE INC,72,Accommodation and Food Services,35,Food Preparation and Serving Related Occupations,Winter Park,Colorado,80482,3036,0,1,1,0,0,0,Colorado,No,$16.00 - $17.99
2021,1st Half,SWISS PACIFIC LLC,31-33,Manufacturing,27,"Arts, Design, Entertainment, Sports, and Media Occupations",Astoria,Oregon,97103,7626,103,0,103,0,0,0,Oregon,Yes,N/A
2021,1st Half,SWISS PACIFIC LLC,31-33,Manufacturing,53,Transportation and Material Moving Occupations,Astoria,Oregon,97103,7626,68,0,68,0,0,0,Oregon,Yes,$12.00 - $13.99
2021,Exempt,SWISS PACIFIC LLC,31-33,Manufacturing,27,"Arts, Design, Entertainment, Sports, and Media Occupations",Astoria,Oregon,97103,7626,0,0,0,0,5,5,Oregon,No,N/A
2021,Exempt,SWISS PACIFIC LLC,31-33,Manufacturing,53,Transportation and Material Moving Occupations,Astoria,Oregon,97103,7626,0,31,31,0,0,0,Oregon,No,$12.00 - $13.99
2021,Supplemental,SWORDFISH ENTERPRISES INC DBA MENE,72,Accommodation and Food Services,35,Food Preparation and Serving Related Occupations,Edgartown,Massachusetts,2539,6507,10,0,10,0,0,0,Massachusetts,Yes,$14.00 - $15.99
2021,Supplemental,SWYEAR AMUSEMENTS INC,71,"Arts, Entertainment, and Recreation",39,Personal Care and Service Occupations,New Athens,Illinois,62264,6546,26,0,26,0,0,0,Illinois,Yes,$9.99 and under
2021,Supplemental,SYCAMORE LANDSCAPE INC,56,Administrative and Waste Services,37,Building and Grounds Cleaning and Maintenance Occupations,Austin,Texas,78759,6967,12,0,12,0,0,0,Texas,Yes,$14.00 - $15.99
2021,2nd Half,SYLVAN GARDENS LLC,56,Administrative and Waste Services,37,Building and Grounds Cleaning and Maintenance Occupations,Lovingston,Virginia,22949,6753,8,0,8,0,0,0,Pennsylvania,Yes,$14.00 - $15.99
2021,2nd Half,SYNERGY LAWNSCAPE LLC,56,Administrative and Waste Services,37,Building and Grounds Cleaning and Maintenance Occupations,Lovingston,Virginia,22949,5347,10,0,10,0,0,0,Michigan,Yes,$14.00 - $15.99
2021,Exempt,SYRINGA LANDSCAPE CONSTRUCTION LLC,56,Administrative and Waste Services,37,Building and Grounds Cleaning and Maintenance Occupations,Eagle,Idaho,83616,5562,0,5,5,0,0,0,Idaho,No,$14.00 - $15.99
2021,1st Half,SYRINGA LANDSCAPE LLC,56,Administrative and Waste Services,37,Building and Grounds Cleaning and Maintenance Occupations,Eagle,Idaho,83616,8430,0,5,5,0,0,0,Idaho,Yes,$14.00 - $15.99
2021,Exempt,SYRINGA LANDSCAPE LLC,56,Administrative and Waste Services,37,Building and Grounds Cleaning and Maintenance Occupations,Eagle,Idaho,83616,8430,0,3,3,0,0,0,Idaho,No,$14.00 - $15.99
2021,Exempt,SZULS LANDSCAPES INC,56,Administrative and Waste Services,37,Building and Grounds Cleaning and Maintenance Occupations,Lovingston,Virginia,22949,4546,6,0,6,0,0,0,New Jersey,Yes,$16.00 - $17.99
2021,1st Half,SZULS LANDSCAPES INC,56,Administrative and Waste Services,37,Building and Grounds Cleaning and Maintenance Occupations,Lovingston,Virginia,22949,4546,12,0,12,0,0,0,New Jersey,Yes,$14.00 - $15.99
2021,1st Half,T & T LAWN CARE,56,Administrative and Waste Services,37,Building and Grounds Cleaning and Maintenance Occupations,Defiance,Missouri,63341,4220,15,0,15,0,0,0,Missouri,Yes,$14.00 - $15.99
2021,Exempt,T & T LAWN CARE,56,Administrative and Waste Services,37,Building and Grounds Cleaning and Maintenance Occupations,O Fallon,Missouri,63366,4220,10,0,10,0,0,0,Missouri,Yes,$14.00 - $15.99
2021,2nd Half,T & T LAWN CARE LLC,56,Administrative and Waste Services,37,Building and Grounds Cleaning and Maintenance Occupations,Idaho Falls,Idaho,83401,9747,20,0,20,0,0,0,Idaho,Yes,$12.00 - $13.99
2021,1st Half,T AND S SNOWPLOWING,56,Administrative and Waste Services,37,Building and Grounds Cleaning and Maintenance Occupations,Schnecksville,Pennsylvania,18078,1230,8,0,8,0,0,0,Pennsylvania,Yes,$14.00 - $15.99
2021,Supplemental,T BONE STONE INC,21,"Mining, Quarrying, and Oil and Gas Extraction",51,Production Occupations,Lyons,Colorado,80540,8861,10,0,10,0,0,0,Colorado,Yes,$12.00 - $13.99
2021,2nd Half,T J SCHMIDT & CO LLC DBA T J SCHMI,71,"Arts, Entertainment, and Recreation",39,Personal Care and Service Occupations,Sterling,Michigan,48659,6826,32,0,32,0,0,0,Michigan,Yes,$10.00 - $11.99
2021,Supplemental,T LANDSCAPING CORPORATION,56,Administrative and Waste Services,37,Building and Grounds Cleaning and Maintenance Occupations,Mundelein,Illinois,60060,8465,4,0,4,0,0,0,Illinois,Yes,$16.00 - $17.99
2021,2nd Half,T REX LAWN CORP,56,Administrative and Waste Services,37,Building and Grounds Cleaning and Maintenance Occupations,Dallas,Texas,75229,8125,10,0,10,0,0,0,Texas,Yes,$14.00 - $15.99
2021,Supplemental,T&J CONCRETE FOUNDATIONS INC,23,Construction,47,Construction and Extraction Occupations,Cadott,Wisconsin,54727,9321,30,0,30,0,0,0,Wisconsin,Yes,$16.00 - $17.99
2021,2nd Half,T&J CONCRETE FOUNDATIONS INC,23,Construction,47,Construction and Extraction Occupations,Cadott,Wisconsin,54727,9321,10,0,10,0,0,0,Wisconsin,Yes,$16.00 - $17.99
2021,Exempt,TA RACING LLC,71,"Arts, Entertainment, and Recreation",39,Personal Care and Service Occupations,Garden City,New York,11530,4922,0,1,1,0,0,0,New York,No,$14.00 - $15.99
2021,Exempt,TABLE ROCK FORESTRY INC,11,"Agriculture, Forestry, Fishing and Hunting",45,"Farming, Fishing, and Forestry Occupations",Medford,Oregon,97501,3345,7,0,7,0,0,0,Oregon,Yes,$14.00 - $15.99
2021,1st Half,TABLE ROCK FORESTRY INC,11,"Agriculture, Forestry, Fishing and Hunting",45,"Farming, Fishing, and Forestry Occupations",Medford,Oregon,97501,3345,9,0,9,0,0,0,Oregon,Yes,$12.00 - $13.99
2021,Supplemental,TABLE ROCK FORESTRY INC,11,"Agriculture, Forestry, Fishing and Hunting",45,"Farming, Fishing, and Forestry Occupations",Medford,Oregon,97501,3345,24,0,24,0,0,0,Oregon,Yes,$14.00 - $15.99
2021,Exempt,TABLE ROCK FORESTRY INC,11,"Agriculture, Forestry, Fishing and Hunting",45,"Farming, Fishing, and Forestry Occupations",Medford,Oregon,97501,3345,0,16,16,0,0,0,Oregon,No,$12.00 - $13.99
2021,Supplemental,TAILOR MAID SF,44-45,Retail Trade,51,Production Occupations,San Francisco,California,94109,4399,1,0,1,0,0,0,California,Yes,$14.00 - $15.99
2021,Supplemental,TALBERG LAWN & LANDSCAPE LLC,56,Administrative and Waste Services,37,Building and Grounds Cleaning and Maintenance Occupations,Osseo,Minnesota,55369,6502,10,0,10,0,0,0,Minnesota,Yes,$16.00 - $17.99
2021,Exempt,TALLEY AMUSEMENTS INC,71,"Arts, Entertainment, and Recreation",39,Personal Care and Service Occupations,Haslet,Texas,76052,6808,0,8,8,0,0,0,Texas,No,$9.99 and under
2021,Supplemental,TALLEY AMUSEMENTS INC,71,"Arts, Entertainment, and Recreation",39,Personal Care and Service Occupations,Haslet,Texas,76052,6808,120,0,120,0,0,0,Texas,Yes,$9.99 and under
2021,Supplemental,TAMPA HOSPITALITY MANAGEMENT INC,56,Administrative and Waste Services,51,Production Occupations,Wesley Chapel,Florida,33543,2430,60,0,60,0,0,0,Massachusetts,Yes,$12.00 - $13.99
2021,Supplemental,TAMPA HOSPITALITY MANAGEMENT INC,56,Administrative and Waste Services,51,Production Occupations,Wesley Chapel,Florida,33543,2430,50,0,50,0,0,0,New Hampshire,Yes,$12.00 - $13.99
2021,Supplemental,TAMPA HOSPITALITY MANAGEMENT INC,56,Administrative and Waste Services,51,Production Occupations,Wesley Chapel,Florida,33543,2430,80,0,80,0,0,0,New Jersey,Yes,$12.00 - $13.99
2021,2nd Half,TAMPA HOSPITALITY MANAGEMENT INC,56,Administrative and Waste Services,51,Production Occupations,Wesley Chapel,Florida,33543,2430,50,0,50,0,0,0,New Hampshire,Yes,$12.00 - $13.99
2021,2nd Half,TANGO GROUP INC,56,Administrative and Waste Services,37,Building and Grounds Cleaning and Maintenance Occupations,Rochester,Michigan,48307,9754,3,0,3,0,0,0,Michigan,Yes,$14.00 - $15.99
